0,1726.05,3208.46,3,53,0.024288084802457942,789.78,31,1.1490721314489254,978.52,1.0,3.1554779046678685,399.09,,,
1,2138.6,3219.24,3,0,0.013953496862894635,399.09,32,1.6060607578301058,1015.78,2.0,3.1653256106872902,744.90,,,
2,2900.15,3242.33,3,17,1.464161791251122,275.48,1,0.023748503462995934,744.90,3.0,3.1517342439004525,399.85,,,
3,3314.23,3251.56,2,2,0.010126733924946814,399.85,4,1.5112500835089415,252.26,,,,,,
4,3303.45,2985.25,3,17,0.07049138256747961,412.81,3,4.652877641867711,252.26,5.0,1.5335240809928417,777.98,,,
5,3278.83,2190.95,3,16,6.271585690982424,548.55,4,4.675108887669627,777.98,6.0,1.5098072799354265,420.48,,,
6,3257.27,1755.32,3,15,0.059465448083812024,545.57,5,4.65136842013324,420.48,7.0,1.5131722241051362,390.67,,,
7,3238.8,1347.39,3,6,4.654741332136484,390.67,14,6.115555329049025,575.51,8.0,1.523793044062428,516.87,,,
8,3218.79,814.77,3,13,6.1266244915778705,636.86,7,4.665426544344896,516.87,9.0,1.5164421837979394,332.38,,,
9,3204.94,466.88,3,8,4.65808342299473,332.38,12,6.18225891104246,674.31,10.0,1.5126282050319735,310.98,,,
10,3191.08,142.08,2,9,4.654134520186091,310.98,11,6.2580736306499185,735.56,,,,,,
11,2439.88,155.93,3,10,3.116514659378463,735.56,25,6.204186967106767,681.69,12.0,4.497056506909198,365.75,,,
12,2516.85,531.53,4,11,1.3554272013425286,365.75,29,6.10886284122038,728.78,13.0,4.554525376431256,367.77,9.0,3.040663305891554,674.31
13,2572.26,911.75,4,12,1.4129081612593428,367.77,41,6.102618646719969,744.30,14.0,4.550106896554209,517.69,8.0,2.985021406849167,636.86
14,2653.85,1441.29,4,13,1.408529818019402,517.69,47,0.08835034717127604,767.42,15.0,4.544342042739581,261.97,7.0,2.973936960360057,575.51
15,2695.41,1716.83,4,14,1.4028176859635217,261.97,36,6.2212210843846245,744.62,16.0,4.6662034504807925,458.83,6.0,3.2010656060530005,545.57
16,2712.35,2192.49,4,15,1.5246130428157827,458.83,32,0.0009532522087058906,516.14,17.0,4.495688630421661,758.47,5.0,3.13000026839501,548.55
17,2873.98,2949.85,3,16,1.3540687873576007,758.47,4,3.212105144265288,412.81,2.0,4.605764276844541,275.48,,,
