1196.34,3193.97,0,53,30,18,52,53,0,1,32,36,35,31,30,33,34,45,43,33,34,35,46,44
1322.28,3197.81,0,53,52,18,19,33,34,45,43,42,37,38,44,46,35,31,30,18,19,33,30,31
2081.70,3212.80,0,1,32,31,35,36,47,14,15,6,5,4,17,16,15,36,32,16,5,6,15,14
3215.70,864.61,7,8,9,12,29,28,27,23,22,26,27,28,24,25,29,41,47,14,7,8,9,12
3218.33,934.56,7,8,13,41,47,36,15,16,5,6,15,16,17,2,3,4,5,6,15,14,13,41
3227.80,1186.39,7,8,9,12,29,25,24,23,27,39,40,49,51,50,48,44,46,35,31,0,53,30
3228.85,1214.37,7,8,13,41,47,49,40,41,13,8,9,10,11,25,29,41,40,28,29,12,11,25
2615.45,910.28,8,13,41,40,49,48,39,27,26,22,21,20,19,33,43,45,34,35,36,15,16,32
2656.50,900.78,8,13,12,9,10,11,25,29,28,40,49,47,14,15,16,32,31,35,34,45,43,33
2698.04,894.55,8,13,12,29,28,40,39,27,26,20,19,33,43,42,37,38,39,48,50,51,49,47
2794.95,880.01,8,13,41,29,12,9,10,11,25,24,28,29,41,40,28,24,25,11,10,9,8,13
2920.05,864.59,8,13,14,47,36,32,31,35,46,44,38,37,42,43,33,19,18,30,31,35,36,47
2961.59,858.35,8,13,41,47,14,15,16,32,36,15,14,7,6,15,36,47,41,13,8,9,10,11
1941.75,3209.14,0,1,32,31,35,36,47,41,13,14,15,36,47,14,7,8,9,12,13,41,47,14
3003.12,852.12,8,13,14,47,36,15,16,17,2,3,4,5,16,32,36,35,34,45,43,33,19,20
3238.64,1299.20,8,7,14,47,41,29,25,24,28,29,25,24,28,40,49,51,50,48,49,47,41,40
3236.53,1243.24,8,7,14,15,16,5,4,3,2,17,4,5,6,7,14,13,8,7,6,15,36,35
3232.33,1131.31,8,7,14,47,36,32,16,17,4,3,2,1,0,53,52,18,19,33,34,45,46,35
3228.65,1033.38,8,7,14,47,36,35,34,45,43,33,30,18,52,53,0,1,2,17,4,3,2,1
3223.92,907.46,8,7,6,15,16,32,1,0,53,30,33,43,42,37,38,39,27,26,22,21,20,26
3223.40,893.47,8,7,6,15,36,47,41,13,14,7,8,9,10,11,12,9,10,11,12,13,41,40
3201.86,513.83,8,9,12,13,14,47,36,35,46,44,38,26,22,23,27,26,22,21,20,19,18,52
3209.10,695.69,8,9,10,11,25,29,41,40,49,48,39,38,26,20,21,22,23,24,25,11,10,9
3210.21,723.67,8,9,10,11,25,24,28,27,23,22,26,38,39,48,50,51,49,47,36,32,16,17
1899.76,3208.05,0,1,32,16,5,4,17,2,3,4,17,16,5,4,17,2,1,0,53,30,31,35
3211.88,765.63,8,9,12,29,41,40,49,48,50,51,49,47,41,29,28,27,26,20,21,22,23,27
3218.62,768.99,9,8,7,14,13,12,9,10,11,12,29,28,27,39,40,41,13,12,11,25,24,23
3218.07,755.00,9,8,13,12,11,25,29,41,40,39,38,44,48,50,51,49,47,41,40,39,38,26
3213.61,643.09,9,8,13,12,11,10,9,12,13,8,7,14,13,12,11,25,29,41,47,14,7,8
2569.79,531.53,9,12,13,14,15,36,32,16,5,4,3,2,1,32,16,5,4,17,2,1,0,53
2680.99,517.77,9,12,29,25,11,12,9,8,7,6,15,16,17,2,3,4,17,16,15,6,7,8
3015.83,489.62,9,12,13,14,7,8,13,41,40,28,24,23,27,39,38,44,46,35,36,15,16,32
3043.70,487.00,9,12,29,28,40,41,47,14,7,8,9,12,29,25,24,23,22,26,38,44,42,37
3188.33,193.62,9,10,11,12,9,8,13,12,29,41,40,39,27,26,22,21,20,19,33,34,45,43
3190.12,235.58,9,10,11,25,29,41,40,28,24,25,29,41,47,14,13,12,29,28,24,25,11,12
1773.81,3204.76,0,1,32,31,35,34,33,19,18,30,31,35,46,45,43,42,44,46,45,34,35,36
3193.00,148.40,10,9,12,11,10,9,8,7,14,15,36,32,31,35,46,45,34,33,30,31,35,34
2568.89,158.51,10,11,12,13,14,7,6,5,4,17,16,32,1,0,53,52,18,19,33,30,53,0
2750.86,155.15,10,11,12,29,25,11,10,9,12,11,10,9,12,13,8,7,6,5,4,17,16,5
2904.83,152.31,10,11,25,24,28,40,39,48,49,51,50,48,44,38,26,27,23,24,28,27,26,38
3002.81,150.51,10,11,25,29,28,24,23,22,21,20,26,22,23,27,39,38,26,20,21,22,26,38
3184.72,143.85,10,11,25,24,23,22,21,20,19,18,30,31,0,1,2,17,16,5,4,3,2,1
2533.22,152.56,11,10,9,12,29,25,11,12,9,10,11,25,24,23,22,26,38,39,48,44,46,45
2477.23,153.59,11,10,9,12,11,10,9,8,7,14,47,49,48,39,27,26,20,21,22,23,24,28
1804.63,206.59,11,25,24,23,22,21,20,26,27,28,40,49,48,44,46,35,36,15,6,5,4,3
1888.41,200.56,11,25,29,12,13,41,47,36,15,6,7,14,15,6,7,14,13,8,7,14,13,8
1780.72,3211.54,1,0,31,30,18,19,20,26,27,23,24,28,27,26,38,44,48,50,51,49,40,28
2363.19,166.41,11,25,24,23,22,26,20,21,22,26,38,39,48,50,51,49,47,41,40,39,27,28
2508.02,480.23,11,12,29,25,24,28,27,39,40,41,13,12,29,41,13,14,15,6,7,8,13,12
2502.40,452.80,11,12,29,41,40,49,51,50,48,39,40,49,51,50,48,44,46,35,36,15,14,47
2493.97,411.66,11,12,29,25,24,23,22,26,20,19,18,30,31,32,1,2,3,4,17,16,5,6
2474.72,301.27,11,12,9,8,13,12,9,8,7,14,15,16,32,31,30,53,0,31,32,1,0,53
2448.93,208.31,12,11,10,9,12,13,8,7,14,15,6,7,8,9,10,11,12,9,8,13,14,15
2479.85,359.17,12,11,10,9,8,7,6,5,4,17,16,32,36,47,41,40,39,38,37,42,43,33
2485.47,386.60,12,11,10,9,12,29,28,24,25,11,12,29,28,27,23,22,26,38,44,42,37,38
1832.57,648.98,12,29,25,11,10,9,8,7,14,13,12,9,8,13,41,40,39,27,23,24,28,29
2219.63,586.84,12,29,41,13,12,9,10,11,12,13,8,9,10,11,25,24,23,22,26,27,28,40
1878.69,3214.10,1,0,31,35,34,45,43,33,19,20,21,22,23,27,39,38,44,46,45,34,35,36
2232.88,581.25,12,29,28,24,25,29,41,40,49,48,50,51,49,47,14,13,41,40,49,51,50,48
2426.14,548.55,12,29,25,11,12,9,10,11,25,29,12,11,10,9,8,13,41,47,36,35,34,45
2569.39,857.75,12,13,8,7,6,5,16,32,36,35,34,33,30,53,52,18,30,31,35,46,45,34
2554.01,775.11,12,13,14,15,36,47,14,13,8,9,10,11,25,29,28,24,25,11,12,29,28,40
2551.22,733.07,12,13,8,9,10,11,12,9,8,13,14,7,6,5,4,3,2,1,0,31,32,1
2859.58,497.67,12,9,8,7,14,15,16,17,2,1,32,36,35,34,45,43,33,34,45,43,33,34
2678.38,514.69,12,9,8,7,14,13,12,9,10,11,12,13,14,7,6,5,4,17,2,1,32,31
2594.43,519.27,12,9,10,11,12,9,8,13,41,29,25,11,10,9,8,7,14,47,49,51,50,48
2552.62,523.20,12,9,10,11,25,24,23,22,21,20,26,22,23,27,28,29,41,47,14,7,8,9
2524.74,525.82,12,9,10,11,25,24,28,27,23,24,25,29,41,40,28,29,25,24,23,22,26,20
2060.62,3218.85,1,0,53,30,33,43,45,46,35,31,0,1,2,3,4,5,16,32,31,0,1,2
2523.03,585.36,13,12,9,10,11,25,24,23,27,26,38,37,42,43,33,19,18,30,33,19,18,30
1888.84,1033.55,13,41,29,28,40,49,47,36,15,14,7,8,9,10,11,12,9,10,11,12,9,10
2123.25,992.35,13,41,40,28,29,12,13,41,29,25,24,28,40,41,13,8,9,10,11,12,29,41
2330.64,959.24,13,41,47,49,51,50,48,39,38,26,20,21,22,23,24,28,27,26,22,23,24,25
2413.38,944.70,13,41,47,36,32,31,0,1,2,3,4,5,6,7,8,13,12,29,28,24,23,27
2482.32,932.58,13,41,47,49,48,44,46,45,43,33,19,20,21,22,26,38,37,42,44,48,39,38
2550.69,917.21,13,41,29,25,11,12,29,28,24,23,27,28,24,25,29,28,27,26,20,19,18,52
2650.88,1389.54,13,14,15,6,5,4,17,16,32,31,35,36,15,14,7,8,13,41,29,12,9,8
2629.56,1251.17,13,14,7,8,13,12,11,25,24,23,22,21,20,19,33,34,35,31,32,16,17,2
2622.04,1224.00,13,14,47,36,35,46,45,43,33,34,45,46,35,34,45,46,44,38,37,42,44,48
2164.22,2539.61,1,32,16,5,6,7,14,47,41,13,14,15,36,35,46,45,34,33,30,31,35,36
2621.04,1195.82,13,14,15,6,5,4,3,2,1,32,31,0,1,2,17,4,5,6,15,16,17,2
2618.90,1181.99,13,14,7,6,15,14,47,49,48,44,42,43,45,46,44,48,49,40,41,13,14,7
2596.46,1057.96,13,14,47,41,29,28,40,41,29,25,11,12,29,28,27,23,22,21,20,19,18,52
3175.35,819.62,13,8,7,14,13,8,7,14,15,6,7,8,9,12,11,10,9,12,13,41,29,12
3009.20,844.54,13,8,7,6,15,16,5,6,15,16,32,36,47,14,13,41,29,28,27,23,22,26
2911.80,855.81,13,8,9,12,11,10,9,8,13,12,11,25,29,28,40,49,48,39,27,28,24,23
2870.75,865.31,13,8,7,14,15,6,7,14,13,8,7,6,15,14,13,12,29,28,40,39,48,49
2842.57,866.20,13,8,9,12,13,8,9,10,11,25,29,28,40,39,27,26,38,37,42,43,33,34
2759.99,881.92,13,8,7,14,13,12,11,10,9,12,29,41,40,39,38,26,27,28,40,49,47,41
2621.05,899.43,13,8,9,12,13,14,15,36,35,31,0,53,30,18,52,53,30,31,32,16,5,6
2158.67,2595.43,1,32,31,0,1,32,36,35,31,0,1,2,3,4,5,6,15,16,17,2,1,0
2574.96,961.80,14,13,41,29,28,40,41,29,28,27,23,22,26,27,23,24,25,11,10,9,8,13
2592.02,1072.50,14,13,41,29,12,9,8,7,6,5,4,17,16,32,36,15,6,5,4,17,16,5
2600.54,1127.84,14,13,12,11,25,29,12,11,25,24,28,29,12,13,8,9,10,11,25,29,28,24
2602.68,1141.68,14,13,12,29,25,24,23,22,21,20,26,27,28,29,41,13,14,47,36,35,46,45
2608.07,1155.02,14,13,8,9,10,11,12,9,8,13,41,47,49,48,50,51,49,48,50,51,49,40
2619.73,1252.37,14,13,41,47,14,13,12,29,41,47,36,35,46,45,34,33,43,45,46,35,31,0
2628.26,1307.72,14,13,41,29,12,13,41,40,49,51,50,48,44,46,35,36,15,16,32,1,0,31
2636.79,1363.07,14,13,12,29,41,47,14,15,36,32,1,2,3,4,17,16,5,4,17,2,1,32
2002.40,1384.37,14,47,36,35,34,45,43,42,37,38,26,20,21,22,23,24,25,29,12,9,8,13
2030.58,1383.73,14,47,41,13,14,7,8,9,12,13,8,9,10,11,12,13,8,9,12,13,8,9
2158.11,2609.42,1,32,36,35,46,45,43,42,44,48,39,27,28,29,12,13,41,40,28,27,23,24
2364.77,1418.80,14,47,36,35,46,44,42,43,45,46,35,36,32,1,2,17,4,5,16,32,1,2
2420.83,1420.81,14,47,41,13,12,9,10,11,25,29,41,13,8,9,10,11,12,29,41,13,12,9
2448.39,1426.74,14,47,36,35,31,32,16,5,4,3,2,1,0,53,52,18,19,20,26,27,39,40
2574.14,1435.38,14,47,49,40,41,47,14,7,6,15,16,17,2,1,0,53,30,18,52,53,0,1
2587.76,1439.98,14,47,36,15,16,17,4,5,16,17,4,5,16,15,6,7,8,9,12,13,14,47
2693.35,1669.94,14,15,16,17,4,3,2,17,16,5,4,17,16,5,4,17,16,5,4,3,2,17
2685.90,1642.75,14,15,36,47,14,15,36,32,16,17,4,3,2,17,4,3,2,17,16,32,31,0
2666.20,1489.98,14,15,6,7,8,13,12,29,41,13,8,7,6,5,16,15,14,7,8,9,10,11
3186.33,1350.80,14,7,8,9,12,11,10,9,12,11,10,9,12,29,25,24,28,27,39,48,49,47
3020.45,1377.42,14,7,8,13,12,29,28,27,26,38,44,42,43,33,30,53,52,18,19,33,34,45
1546.18,3204.63,0,53,30,31,32,16,17,4,3,2,17,4,3,2,1,0,31,32,36,35,31,30
2160.85,2623.54,1,32,16,15,36,47,14,13,12,11,25,29,12,13,8,9,10,11,25,29,28,27
2785.99,1418.41,14,7,6,15,14,13,8,7,14,13,8,7,14,47,36,35,34,33,30,31,0,53
2743.99,1421.81,14,7,8,13,14,15,6,5,4,3,2,1,0,53,52,18,19,33,43,45,46,35
2675.40,1436.16,14,7,6,15,14,13,41,40,39,27,28,40,49,48,39,40,28,24,23,27,39,40
2659.07,1486.98,15,14,13,8,9,12,11,10,9,8,7,14,15,6,7,8,13,14,7,6,15,36
2663.25,1514.67,15,14,7,6,5,4,17,16,5,6,7,14,13,12,29,25,24,23,27,39,40,49
2671.60,1570.04,15,14,7,6,5,16,15,36,47,14,7,8,13,12,29,41,13,14,47,36,32,1
2682.04,1639.26,15,14,7,6,5,16,15,36,35,31,30,18,52,53,0,31,32,1,0,53,30,18
2002.05,1760.23,15,36,32,16,17,2,1,0,31,32,1,2,17,4,3,2,1,32,31,0,1,2
2099.90,1754.81,15,36,35,31,32,16,17,2,1,32,31,30,18,19,20,21,22,26,27,23,22,26
2239.51,1743.76,15,36,35,46,45,43,42,44,48,39,40,49,51,50,48,39,40,49,48,50,51,49
2155.31,2679.36,1,32,36,35,46,44,42,43,33,19,20,26,38,44,48,49,51,50,48,39,38,26
2630.91,1722.06,15,36,35,34,45,46,35,34,45,46,44,42,43,45,34,35,36,32,16,17,2,1
2686.82,1718.96,15,36,35,46,45,34,35,31,30,18,52,53,30,33,43,45,34,33,19,18,30,31
2715.62,2145.15,15,16,5,6,15,16,32,31,30,53,52,18,30,33,34,45,46,35,36,47,41,40
2710.32,2089.31,15,16,32,1,0,53,52,18,30,31,32,1,2,3,4,17,2,1,0,31,30,53
2709.83,2075.32,15,16,32,36,35,34,45,43,33,30,18,19,20,21,22,26,38,39,27,26,38,44
2708.33,2033.34,15,16,17,2,1,32,36,15,16,32,1,2,17,16,15,36,35,34,45,43,42,44
2705.84,1963.38,15,16,32,36,15,6,7,8,13,12,11,25,29,41,13,12,11,10,9,8,7,14
2704.66,1837.35,15,16,17,2,3,4,5,16,32,36,15,6,5,4,3,2,17,4,3,2,1,0
