37,630.3,1170.52,2,38,0.024147467651341514,271.21,42,1.461901766452958,248.10,,,,,,
38,923.29,1182.81,4,37,3.16619133767235,271.21,39,6.134536644063238,263.57,26.0,4.100555151852564,381.02,44.0,1.056021989203699,223.31
39,1203.99,1145.93,4,38,2.992748126831706,263.57,48,1.2958034625974584,220.07,40.0,6.108912376419262,213.17,27.0,4.495972685718281,367.48
40,1431.41,1111.1,4,39,2.9672501645817997,213.17,49,1.411847714701402,216.65,41.0,6.0993788134299995,379.97,28.0,4.656090533487189,372.40
41,1822.75,1043.49,4,40,2.957776406131834,379.97,13,6.102616578962655,744.30,29.0,4.59362988012187,372.70,47.0,1.4097258118496814,309.00
42,653.87,1433.07,3,37,4.603537970793629,248.10,44,6.1825161203450305,367.86,43.0,1.5170714934957323,197.10,,,
43,660.18,1646.5,3,42,4.658795101325581,197.10,33,1.4304250734152624,251.48,45.0,6.139756435897582,348.51,,,
44,1039.73,1399.22,4,38,4.197674908623192,223.31,42,3.041037392792223,367.86,46.0,1.1096824592594237,91.77,48.0,6.1581871852846435,205.47
45,1022.38,1599.3,3,43,2.998120959539169,348.51,34,1.4164370712664716,263.17,46.0,5.199456189744674,100.42,,,
46,1082.69,1497.33,3,44,4.24846401734856,91.77,45,2.0614251301458903,100.42,35.0,1.0830832922056586,373.73,,,
47,1870.12,1366.83,4,41,4.551373363717887,309.00,36,1.4039654514277298,379.00,49.0,3.19118482133797,387.20,14.0,0.08834921210856725,767.42
48,1263.63,1376.28,4,44,3.0164113371157204,205.47,39,4.437444691780366,220.07,50.0,1.2410567847935705,256.92,49.0,6.08541720286815,185.68
49,1463.16,1341.54,4,51,1.2537906815083693,261.56,48,2.9436297294110125,185.68,40.0,4.553427617838592,216.65,47.0,0.04964362114104332,387.20
50,1346.71,1634.64,2,48,4.382395463899962,256.92,51,6.131549205585764,187.34,,,,,,
51,1545.69,1609.44,2,50,2.990240386796253,187.34,49,4.395181128127169,261.56,,,,,,
52,117.43,3168.44,2,53,0.01296822837904664,784.73,18,4.708537130484547,686.71,,,,,,
53,917.89,3183.83,3,52,3.1545876027594417,784.73,0,0.024254104602879273,789.78,30.0,4.533961838842999,707.91,,,
